customer_id,age,gender,marital_status,province,city,occupation,annual_income,credit_score,policy_type,policy_start_date,renewal_date,tenure_years,annual_premium,coverage_amount,deductible,premium_change_pct,payment_frequency,autopay_enrolled,missed_payments_12m,claims_count_3y,last_claim_status,complaints_12m,service_interactions_12m,satisfaction_score,multi_policy_count,preferred_channel,preferred_contact_time,preferred_language,life_event_12m,digital_logins_12m,total_risk_score,risk_category,days_until_renewal
C100098,59,Male,Single,AB,Calgary,Retired,51880.0,639,Home,2026-03-11,2027-02-02,0.9,1886.64,692000.0,500,5.0,Annual,No,0,0,None,0,2,10.0,1,Email,Evening,English,New Child,4,3,Low,216
C100099,27,Female,Married,BC,Victoria,Self-Employed,38085.0,717,Auto,2024-06-11,2026-08-23,2.2,3415.4,1843000.0,1500,-5.6,Monthly,Yes,0,0,None,2,2,8.0,1,Text,Evening,English,Retirement,9,4,Medium,53
C100100,71,Female,Married,AB,Red Deer,Retired,53572.0,648,Home,2008-06-07,2026-10-31,18.4,1529.82,1261000.0,250,8.0,Monthly,No,0,1,Approved,0,1,7.0,3,Mail,Evening,English,None,5,2,Low,122
C100101,31,Male,Married,NS,Sydney,Nurse,44807.0,751,Home,2016-10-18,2026-11-24,10.1,2202.33,386000.0,250,-4.8,Monthly,Yes,0,1,Partial,1,1,9.0,1,Email,Evening,English,None,13,4,Medium,146
C100102,69,Male,Married,QC,Montreal,Engineer,71685.0,615,Home,2019-11-18,2027-04-12,7.4,1107.57,630000.0,250,3.7,Monthly,Yes,0,0,None,0,1,6.0,1,Email,Evening,English,None,6,1,Low,285
C100103,19,Female,Married,QC,Montreal,Manager,39386.0,677,Home,2026-02-04,2027-06-30,1.4,1856.4,902000.0,250,9.3,Monthly,Yes,0,2,Denied,0,5,10.0,1,Text,Afternoon,English,Job Change,6,8,High,364
C100104,69,Female,Single,NS,Sydney,Retail Associate,51308.0,735,Auto,2025-12-15,2027-05-10,1.4,3425.69,1645000.0,250,1.0,Monthly,No,0,0,None,0,0,7.0,2,Email,Morning,English,Home Purchase,16,2,Low,313
C100105,68,Female,Married,NS,Sydney,Accountant,100870.0,699,Home,2023-06-23,2026-10-10,3.3,2428.18,425000.0,1500,14.5,Monthly,Yes,0,1,Partial,0,4,10.0,1,Phone,Morning,English,None,11,3,Low,101
C100106,68,Female,Divorced,MB,Brandon,Construction Worker,100172.0,583,Auto,2022-07-07,2027-04-25,4.8,2814.58,1512000.0,2000,10.7,Annual,No,0,0,None,0,1,6.0,1,Phone,Evening,English,Home Purchase,6,3,Low,298
C100107,60,Male,Single,QC,Quebec City,Teacher,81435.0,663,Life,2020-09-14,2027-04-21,6.6,2468.85,838000.0,2000,-2.1,Monthly,No,0,0,None,0,1,7.0,2,Phone,Afternoon,French,Job Change,7,3,Low,294
C100108,48,Male,Divorced,BC,Kelowna,Accountant,36791.0,840,Home,2021-10-12,2026-07-31,4.8,1282.18,712000.0,500,3.2,Monthly,Yes,0,2,Approved,0,2,7.0,2,Text,Afternoon,English,Home Purchase,12,0,Low,30
C100109,63,Male,Divorced,QC,Laval,Government Employee,258923.0,636,Life,2025-02-08,2026-07-04,1.4,934.16,704000.0,1500,10.1,Monthly,No,0,0,None,0,4,7.0,1,Mail,Morning,English,Home Purchase,7,4,Medium,3
C100110,36,Female,Single,ON,Hamilton,Student,52512.0,781,Auto+Home Bundle,2024-03-10,2027-05-22,3.2,3602.49,1951000.0,1500,-8.0,Monthly,Yes,0,0,None,0,3,8.0,2,Email,Evening,English,None,5,0,Low,325
C100111,68,Female,Single,ON,Toronto,Self-Employed,73773.0,724,Auto,2025-11-30,2026-11-30,1.0,1858.22,1945000.0,500,5.6,Monthly,Yes,0,0,None,0,3,5.0,1,Text,Afternoon,English,Job Change,7,4,Medium,152
C100112,54,Male,Married,ON,Brampton,Engineer,53279.0,743,Home,2019-08-04,2027-04-16,7.7,2416.79,485000.0,1500,-7.6,Monthly,No,0,0,None,0,3,8.0,1,Email,Morning,English,Job Change,6,4,Medium,289
C100113,47,Male,Widowed,ON,Kitchener,Self-Employed,59010.0,660,Auto,2024-11-02,2026-07-15,1.7,3394.22,777000.0,500,-5.0,Monthly,No,0,1,Approved,0,3,5.0,2,Phone,Morning,English,Divorce,8,4,Medium,14
C100114,50,Male,Single,QC,Gatineau,Self-Employed,24000.0,723,Auto+Home Bundle,2025-06-12,2026-07-18,1.1,4576.68,460000.0,250,18.1,Annual,Yes,0,3,Approved,0,1,7.0,1,Phone,Evening,French,None,14,5,Medium,17
C100115,54,Female,Divorced,SK,Regina,Manager,77418.0,715,Home,2024-06-28,2027-06-28,3.0,1621.01,876000.0,500,-3.0,Monthly,Yes,0,2,Approved,0,1,9.0,2,Phone,Afternoon,English,None,11,0,Low,362
C100116,21,Male,Single,QC,Montreal,Retired,39342.0,754,Home,2026-04-19,2026-10-18,0.5,1500.65,1470000.0,500,5.9,Monthly,No,2,1,Approved,0,2,7.0,2,Phone,Afternoon,English,Home Purchase,9,5,Medium,109
C100117,27,Male,Married,BC,Surrey,Retail Associate,114089.0,633,Home,2025-06-20,2026-10-07,1.3,1113.23,399000.0,1000,1.1,Monthly,No,1,2,Approved,1,1,8.0,1,Email,Morning,English,None,11,7,High,98
C100118,34,Female,Divorced,QC,Gatineau,Engineer,77493.0,586,Auto,2022-06-01,2027-06-01,5.0,3191.84,1771000.0,500,6.8,Monthly,Yes,0,0,None,0,6,6.0,1,Phone,Evening,French,None,9,1,Low,335
C100119,26,Male,Married,ON,Toronto,Government Employee,129159.0,729,Life,2025-08-11,2026-07-05,0.9,810.04,364000.0,500,8.7,Monthly,Yes,0,0,None,0,1,9.0,1,Email,Morning,English,Marriage,6,3,Low,4
C100120,46,Female,Married,QC,Quebec City,Sales Representative,48853.0,585,Auto,2025-05-15,2026-11-13,1.5,2838.15,570000.0,500,7.7,Monthly,Yes,0,3,Partial,0,3,8.0,1,Email,Evening,French,None,8,3,Low,135
C100121,61,Female,Single,ON,Mississauga,Technician,42521.0,599,Auto,2025-09-14,2026-11-26,1.2,2710.8,634000.0,1000,13.7,Monthly,Yes,0,0,None,0,4,8.0,1,Phone,Afternoon,English,New Child,8,3,Low,148
C100122,60,Male,Married,ON,Kitchener,Retail Associate,100563.0,692,Auto+Home Bundle,2025-11-23,2026-12-29,1.1,3437.42,1738000.0,1000,7.6,Monthly,No,0,0,None,0,0,7.0,1,Phone,Morning,English,None,12,3,Low,181
C100123,48,Female,Widowed,ON,London,Government Employee,80087.0,828,Life,2024-11-12,2026-08-31,1.8,1192.39,356000.0,500,9.6,Monthly,Yes,0,2,Approved,0,4,4.0,1,Email,Morning,English,Marriage,15,5,Medium,61
C100124,72,Female,Single,ON,Mississauga,Engineer,87691.0,650,Home,2013-02-22,2026-09-29,13.6,1355.59,807000.0,1000,15.3,Monthly,No,0,0,None,0,2,9.0,1,Phone,Morning,English,None,6,5,Medium,90
C100125,54,Male,Married,QC,Montreal,Retail Associate,59707.0,747,Auto+Home Bundle,2025-01-07,2027-04-27,2.3,3594.65,956000.0,1000,6.3,Annual,Yes,4,0,None,0,0,5.0,2,Email,Evening,French,Retirement,12,6,Medium,300
C100126,23,Male,Divorced,AB,Red Deer,Self-Employed,39112.0,584,Tenant,2024-06-13,2026-12-13,2.5,504.25,80000.0,500,2.8,Annual,Yes,1,0,None,0,3,5.0,2,Email,Evening,English,None,4,2,Low,165
C100127,67,Male,Married,AB,Edmonton,Manager,42966.0,772,Home,2022-02-17,2026-09-24,4.6,1347.53,1321000.0,1000,9.2,Monthly,No,0,0,None,0,1,6.0,1,Email,Afternoon,English,None,8,3,Low,85
C100128,55,Female,Widowed,ON,Mississauga,Construction Worker,94016.0,740,Tenant,2025-05-26,2027-03-14,1.8,397.54,68000.0,250,11.9,Monthly,Yes,0,0,None,0,1,7.0,2,Phone,Evening,English,Retirement,9,3,Low,256
C100129,58,Female,Widowed,ON,Toronto,Construction Worker,84076.0,647,Auto,2026-12-09,2027-03-28,0.3,3284.64,1351000.0,250,2.8,Monthly,Yes,0,0,None,0,2,10.0,1,Email,Evening,English,None,10,2,Low,270
C100130,54,Male,Single,ON,Hamilton,Technician,84583.0,597,Home,2023-07-26,2027-04-07,3.7,1522.91,864000.0,250,8.1,Annual,No,0,0,None,0,1,8.0,1,Email,Evening,English,None,7,3,Low,280
C100131,53,Female,Married,ON,London,Government Employee,53698.0,687,Auto,2016-01-06,2027-03-19,11.2,1421.1,1262000.0,500,19.1,Monthly,Yes,0,0,None,0,2,8.0,1,Email,Afternoon,English,None,7,4,Medium,261
C100132,24,Male,Married,BC,Kelowna,Driver,37431.0,672,Life,2018-11-28,2027-03-17,8.3,2227.33,461000.0,1000,5.9,Annual,Yes,0,0,None,0,3,10.0,1,Email,Evening,English,None,9,1,Low,259
C100133,54,Male,Married,ON,Toronto,Engineer,50984.0,697,Home,2021-09-01,2026-11-13,5.2,2427.81,1192000.0,500,8.7,Monthly,Yes,0,0,None,0,1,7.0,2,Mail,Afternoon,English,None,12,1,Low,135
C100134,69,Female,Married,QC,Laval,Self-Employed,46076.0,692,Home,2024-01-11,2026-09-23,2.7,1255.64,738000.0,500,3.1,Monthly,Yes,0,0,None,0,1,9.0,2,Email,Afternoon,English,Marriage,7,0,Low,84
C100135,38,Male,Single,QC,Laval,Retired,136770.0,620,Home,2024-09-18,2027-02-11,2.4,1736.21,543000.0,250,6.7,Monthly,No,1,0,None,0,3,6.0,1,Email,Morning,English,None,8,4,Medium,225
C100136,28,Female,Married,ON,Hamilton,Engineer,79366.0,629,Home,2026-06-01,2026-10-25,0.4,2464.91,509000.0,1500,3.1,Monthly,Yes,0,1,Approved,0,2,7.0,2,Phone,Evening,English,Home Purchase,9,1,Low,116
C100137,20,Female,Married,NS,Halifax,Student,50541.0,670,Auto,2025-10-04,2026-11-09,1.1,2403.04,337000.0,2000,-3.3,Monthly,No,2,0,None,0,2,10.0,2,Email,Afternoon,English,None,6,5,Medium,131
C100138,40,Female,Married,AB,Edmonton,Technician,171081.0,604,Auto,2026-01-09,2027-01-09,1.0,2395.38,867000.0,500,10.6,Annual,Yes,0,0,None,0,4,7.0,3,Phone,Morning,English,New Child,8,2,Low,192
C100139,46,Male,Married,QC,Gatineau,Retail Associate,79239.0,545,Tenant,2019-01-03,2027-02-08,8.1,566.62,37000.0,1000,6.8,Annual,No,1,1,Approved,0,1,5.0,1,Email,Afternoon,French,New Child,13,4,Medium,222
C100140,80,Male,Married,AB,Red Deer,Manager,62294.0,775,Home,2008-04-02,2026-10-02,18.5,1575.21,439000.0,1000,0.9,Monthly,No,0,0,None,0,1,6.0,3,Email,Morning,English,New Child,13,1,Low,93
C100141,32,Male,Married,ON,Brampton,Self-Employed,56638.0,646,Auto,2025-08-01,2026-11-18,1.3,2679.75,708000.0,500,20.5,Monthly,Yes,1,1,Approved,0,3,4.0,2,Email,Afternoon,English,None,16,8,High,140
C100142,36,Female,Married,BC,Surrey,Retail Associate,100687.0,766,Tenant,2022-03-20,2027-02-11,4.9,546.98,96000.0,2000,12.3,Monthly,Yes,0,1,Approved,2,1,9.0,1,Email,Morning,English,None,8,4,Medium,225
C100143,44,Male,Divorced,ON,Ottawa,Sales Representative,51025.0,782,Auto,2021-06-30,2026-10-17,5.3,2286.73,1673000.0,1500,11.2,Monthly,No,0,2,Denied,0,3,6.0,2,Email,Morning,English,New Child,14,5,Medium,108
C100144,81,Male,Married,QC,Quebec City,Construction Worker,110586.0,672,Home,2024-01-31,2027-01-30,3.0,1867.31,900000.0,1500,3.8,Monthly,No,1,0,None,1,2,9.0,2,Email,Evening,French,New Child,3,5,Medium,213
C100145,72,Male,Divorced,BC,Victoria,Engineer,54857.0,770,Auto,2023-07-07,2026-10-24,3.3,1139.88,83000.0,500,13.2,Annual,No,1,1,Approved,0,1,6.0,1,Email,Morning,French,Retirement,10,6,Medium,115
C100146,21,Female,Married,AB,Red Deer,Government Employee,84610.0,654,Auto+Home Bundle,2025-11-02,2026-12-08,1.1,4161.97,2033000.0,500,3.5,Monthly,Yes,1,1,Approved,0,2,9.0,1,Email,Afternoon,French,None,6,4,Medium,160
C100147,33,Female,Divorced,NS,Sydney,Student,99123.0,870,Auto,2026-12-30,2027-04-18,0.3,1348.72,1421000.0,500,0.4,Monthly,No,0,1,Approved,3,0,4.0,1,Phone,Morning,English,None,16,7,High,291
C100148,70,Female,Single,NB,Moncton,Teacher,46841.0,743,Auto,2014-02-15,2027-03-23,13.1,2687.45,981000.0,1000,5.7,Monthly,No,0,0,None,0,6,8.0,2,Email,Evening,English,Home Purchase,8,1,Low,265
C100149,22,Male,Married,AB,Red Deer,Construction Worker,81390.0,675,Auto,2021-03-02,2027-04-08,6.1,3538.32,1571000.0,500,0.6,Monthly,No,1,1,Denied,0,2,4.0,1,Email,Evening,English,New Child,10,9,High,281
C100150,72,Female,Single,ON,Ottawa,Engineer,116560.0,747,Auto,2020-04-08,2026-12-20,6.7,1897.33,521000.0,1000,9.9,Monthly,Yes,0,0,None,1,6,5.0,1,Phone,Afternoon,English,Home Purchase,9,4,Medium,172
C100151,36,Female,Married,AB,Edmonton,Sales Representative,41661.0,678,Auto,2026-08-29,2026-12-16,0.3,2902.46,1728000.0,250,11.0,Monthly,Yes,0,1,Approved,0,2,6.0,1,Email,Afternoon,English,Job Change,6,5,Medium,168
C100152,76,Male,Divorced,QC,Montreal,Retail Associate,68108.0,679,Auto,2020-09-07,2026-09-07,6.0,1968.26,1444000.0,1500,-8.0,Monthly,No,1,0,None,0,2,9.0,1,Mail,Afternoon,French,Divorce,9,6,Medium,68
C100153,37,Male,Married,ON,Toronto,IT Professional,133333.0,540,Auto,2023-07-17,2026-11-03,3.3,2082.24,1252000.0,250,12.9,Monthly,No,0,0,None,0,3,7.0,2,Text,Morning,English,Job Change,6,4,Medium,125
C100154,46,Female,Married,ON,Mississauga,IT Professional,81330.0,501,Life,2026-06-02,2026-10-26,0.4,1778.05,217000.0,1000,3.5,Monthly,Yes,1,1,Partial,0,3,7.0,1,Text,Morning,English,Marriage,7,5,Medium,117
C100155,60,Male,Married,BC,Victoria,Retail Associate,67338.0,837,Auto,2023-02-27,2027-05-11,4.2,3059.61,563000.0,500,-8.0,Monthly,No,0,1,Approved,0,0,8.0,1,Email,Afternoon,English,None,5,2,Low,314
C100156,26,Male,Single,QC,Gatineau,Retired,98989.0,593,Home,2025-06-24,2027-06-24,2.0,1897.37,1466000.0,1000,18.4,Monthly,No,0,2,Approved,0,0,8.0,1,Phone,Afternoon,French,Marriage,11,5,Medium,358
C100157,54,Female,Divorced,MB,Brandon,Driver,144838.0,727,Tenant,2013-06-23,2027-05-17,13.9,429.23,92000.0,500,6.2,Monthly,Yes,0,0,None,1,1,9.0,2,Email,Morning,English,None,14,2,Low,320
C100158,50,Male,Single,NS,Sydney,Construction Worker,90850.0,602,Auto,2025-12-25,2026-12-25,1.0,1285.94,1285000.0,2000,7.9,Monthly,Yes,0,0,None,0,3,8.0,3,Email,Evening,English,Divorce,6,3,Low,177
C100159,68,Female,Single,MB,Brandon,Student,141707.0,714,Auto,2023-03-14,2026-08-06,3.4,3462.82,582000.0,500,-1.6,Monthly,No,0,0,None,0,2,6.0,1,Phone,Evening,English,None,8,2,Low,36
C100160,81,Female,Single,QC,Montreal,Retail Associate,66014.0,581,Home,2026-05-31,2027-03-19,0.8,1083.63,376000.0,1000,5.1,Monthly,No,2,0,None,0,2,4.0,1,Text,Morning,French,Marriage,12,8,High,261
C100161,60,Male,Divorced,MB,Winnipeg,Government Employee,114578.0,704,Auto,2025-09-12,2027-02-05,1.4,1955.13,1496000.0,500,-2.6,Monthly,Yes,0,2,Approved,0,1,10.0,1,Email,Afternoon,English,Job Change,8,4,Medium,219
C100162,44,Female,Married,QC,Montreal,Retail Associate,48861.0,683,Life,2019-07-21,2027-06-14,7.9,1505.03,115000.0,1500,2.8,Monthly,Yes,0,0,None,0,2,5.0,2,Phone,Evening,French,None,5,0,Low,348
C100163,44,Male,Married,ON,Kitchener,Retail Associate,154796.0,703,Home,2026-12-27,2027-05-22,0.4,1519.74,1076000.0,1500,20.6,Annual,Yes,0,0,None,0,1,9.0,2,Phone,Evening,English,None,6,4,Medium,325
C100164,45,Male,Married,ON,Ottawa,Driver,71548.0,592,Auto,2024-03-22,2026-09-21,2.5,2405.88,778000.0,1000,-2.0,Monthly,Yes,0,0,None,0,1,4.0,1,Phone,Morning,English,Marriage,8,3,Low,82
C100165,70,Female,Single,ON,Kitchener,Driver,72059.0,677,Auto,2026-11-02,2027-02-19,0.3,3053.31,700000.0,500,10.8,Monthly,Yes,0,1,Approved,0,4,3.0,2,Text,Morning,English,None,8,4,Medium,233
C100166,39,Male,Single,ON,Mississauga,Accountant,128103.0,700,Auto,2026-07-22,2026-11-08,0.3,1334.26,1539000.0,1500,19.2,Monthly,Yes,0,0,None,0,4,8.0,1,Email,Evening,English,None,7,5,Medium,130
C100167,29,Female,Single,AB,Edmonton,Government Employee,71759.0,665,Auto+Home Bundle,2021-08-07,2027-03-14,5.6,2706.08,1018000.0,1000,6.0,Monthly,No,0,0,None,0,3,9.0,1,Text,Afternoon,English,Divorce,7,4,Medium,256
C100168,40,Male,Married,ON,London,Retired,62650.0,672,Home,2026-09-21,2027-02-14,0.4,2378.63,1066000.0,500,14.4,Annual,No,0,0,None,0,4,4.0,2,Text,Evening,English,Home Purchase,8,5,Medium,228
C100169,20,Female,Single,MB,Brandon,Government Employee,52961.0,657,Auto,2025-10-12,2027-03-07,1.4,2240.81,299000.0,2000,-1.6,Monthly,Yes,0,3,Partial,0,3,4.0,2,Text,Afternoon,English,None,7,4,Medium,249
C100170,25,Female,Married,ON,Mississauga,Accountant,81176.0,661,Auto,2022-02-13,2026-08-14,4.5,3589.83,1860000.0,1000,13.5,Annual,No,2,0,None,0,3,2.0,1,Text,Morning,English,Divorce,8,10,High,44
C100171,24,Female,Married,NB,Saint John,Construction Worker,61165.0,759,Home,2023-05-11,2027-06-16,4.1,2084.76,724000.0,500,7.8,Annual,Yes,1,0,None,0,1,6.0,3,Phone,Evening,English,None,12,2,Low,350
C100172,67,Male,Married,QC,Gatineau,Construction Worker,59828.0,812,Auto+Home Bundle,2016-11-21,2026-09-09,9.8,4241.37,1826000.0,1500,2.0,Annual,No,4,0,None,1,2,7.0,2,Email,Evening,English,None,12,8,High,70
C100173,64,Male,Divorced,ON,Brampton,Manager,106999.0,702,Auto+Home Bundle,2018-05-15,2027-03-03,8.8,4819.97,1958000.0,250,-1.1,Monthly,Yes,0,0,None,0,0,7.0,1,Phone,Morning,English,None,8,1,Low,245
C100174,62,Female,Single,ON,Brampton,Accountant,97590.0,595,Auto+Home Bundle,2024-11-22,2027-05-24,2.5,2877.5,1773000.0,1500,5.2,Annual,Yes,0,0,None,0,3,5.0,2,Email,Morning,English,None,7,0,Low,327
C100175,48,Female,Married,ON,Mississauga,Government Employee,42546.0,688,Life,2024-01-30,2027-03-07,3.1,1123.44,456000.0,500,5.7,Monthly,Yes,0,1,Approved,0,4,9.0,1,Email,Evening,English,None,10,1,Low,249
C100176,64,Female,Single,ON,Hamilton,Construction Worker,42184.0,652,Auto+Home Bundle,2008-05-18,2026-07-30,18.2,4269.48,518000.0,500,1.1,Monthly,No,0,1,Approved,0,1,6.0,2,Phone,Afternoon,English,Divorce,17,3,Low,29
C100177,29,Male,Divorced,AB,Red Deer,Construction Worker,27998.0,598,Home,2025-01-23,2026-11-11,1.8,1115.65,480000.0,1500,-1.1,Annual,Yes,0,0,None,0,3,4.0,1,Email,Afternoon,English,Retirement,5,5,Medium,133
C100178,75,Male,Divorced,ON,Hamilton,Driver,35157.0,753,Home,2022-01-16,2026-08-23,4.6,1842.91,517000.0,1500,-4.6,Annual,No,0,2,Approved,1,6,7.0,1,Email,Morning,English,None,13,4,Medium,53
C100179,50,Male,Single,QC,Laval,Student,168455.0,673,Auto+Home Bundle,2023-05-09,2026-10-01,3.4,3681.94,1658000.0,2000,8.0,Monthly,Yes,0,0,None,0,4,6.0,2,Mail,Evening,English,Marriage,8,1,Low,92
C100180,78,Female,Single,AB,Red Deer,Construction Worker,59926.0,635,Auto,2015-08-13,2026-09-18,11.1,3292.44,663000.0,1000,18.3,Annual,No,0,3,Approved,0,0,7.0,1,Email,Morning,French,Divorce,6,7,High,79
C100181,28,Female,Single,QC,Gatineau,IT Professional,90925.0,838,Home,2025-01-06,2026-09-18,1.7,1189.44,942000.0,500,-1.3,Annual,No,0,0,None,0,3,9.0,2,Email,Afternoon,French,Marriage,5,2,Low,79
C100182,50,Male,Single,AB,Edmonton,Manager,67938.0,604,Auto+Home Bundle,2021-11-24,2027-03-13,5.3,2710.07,990000.0,250,-2.3,Monthly,No,4,0,None,0,4,8.0,2,Phone,Morning,English,New Child,11,6,Medium,255
C100183,62,Male,Single,ON,Kitchener,Engineer,98863.0,690,Auto+Home Bundle,2024-04-09,2026-07-28,2.3,2555.77,1144000.0,1500,11.0,Annual,No,0,0,None,0,3,10.0,1,Mail,Afternoon,English,None,15,3,Low,27
C100184,50,Female,Single,AB,Red Deer,Technician,100613.0,832,Home,2026-01-26,2027-05-15,1.3,2439.8,814000.0,1000,-3.3,Annual,No,0,0,None,0,0,7.0,3,Phone,Evening,English,Retirement,11,3,Low,318
C100185,47,Male,Single,QC,Quebec City,Construction Worker,29398.0,712,Auto+Home Bundle,2016-03-31,2027-05-07,11.1,4029.27,2134000.0,500,11.6,Annual,No,0,0,None,0,3,6.0,3,Mail,Evening,French,None,6,2,Low,310
C100186,29,Male,Single,ON,Mississauga,Government Employee,65613.0,754,Auto,2017-08-01,2027-04-13,9.7,1281.11,1310000.0,500,16.1,Monthly,Yes,0,1,Partial,0,1,6.0,1,Email,Afternoon,English,None,8,5,Medium,286
C100187,43,Male,Married,AB,Red Deer,Technician,69995.0,607,Life,2024-12-30,2027-07-01,2.5,630.18,466000.0,500,-0.3,Monthly,Yes,4,1,Approved,0,3,8.0,1,Text,Evening,English,Marriage,9,6,Medium,365
C100188,34,Female,Single,BC,Surrey,Manager,85245.0,842,Auto,2024-05-15,2026-10-08,2.4,1582.12,1275000.0,2000,0.4,Monthly,No,0,0,None,1,1,6.0,2,Text,Morning,English,Job Change,7,5,Medium,99
C100189,37,Female,Married,ON,Kitchener,IT Professional,52769.0,691,Auto,2026-04-04,2026-07-22,0.3,3268.91,1292000.0,1000,6.5,Annual,Yes,0,0,None,0,5,9.0,1,Email,Afternoon,English,Job Change,10,4,Medium,21
C100190,62,Male,Divorced,AB,Calgary,IT Professional,77768.0,762,Auto,2011-10-25,2027-01-05,15.2,2952.93,182000.0,500,7.1,Monthly,No,0,0,None,0,0,8.0,2,Text,Afternoon,English,None,11,1,Low,188
C100191,58,Female,Married,NB,Saint John,Construction Worker,53981.0,741,Tenant,2017-12-21,2027-03-04,9.2,600.14,96000.0,250,1.9,Annual,No,1,0,None,0,3,10.0,2,Email,Afternoon,English,None,9,3,Low,246
C100192,57,Female,Single,BC,Surrey,Teacher,43668.0,727,Auto+Home Bundle,2024-11-22,2027-05-24,2.5,3255.87,2063000.0,1000,14.1,Monthly,No,0,0,None,0,3,8.0,1,Phone,Afternoon,French,None,13,3,Low,327
C100193,41,Female,Divorced,AB,Edmonton,Retail Associate,57533.0,597,Tenant,2024-05-23,2026-09-10,2.3,586.91,80000.0,250,13.2,Annual,Yes,0,2,Approved,1,3,10.0,2,Phone,Evening,English,Divorce,5,5,Medium,71
C100194,79,Male,Married,MB,Brandon,Retired,42718.0,707,Home,2026-07-13,2027-03-25,0.7,919.8,329000.0,500,15.2,Monthly,Yes,1,1,Denied,0,1,7.0,1,Text,Evening,English,None,13,10,High,267
C100195,24,Male,Single,NB,Moncton,Student,103409.0,587,Home,2026-07-06,2027-04-24,0.8,1892.39,1479000.0,1000,6.3,Annual,Yes,0,1,Approved,2,1,8.0,1,Mail,Evening,English,Divorce,7,6,Medium,297
C100196,40,Female,Married,ON,Mississauga,IT Professional,64900.0,639,Auto,2026-03-15,2026-11-25,0.7,1449.53,1782000.0,500,7.7,Monthly,No,0,0,None,0,3,8.0,1,Email,Afternoon,English,None,9,3,Low,147
C100197,26,Male,Single,QC,Gatineau,Retired,44701.0,776,Tenant,2024-06-08,2026-08-20,2.2,595.1,84000.0,1000,11.9,Annual,No,0,1,Approved,0,4,8.0,1,Email,Morning,English,None,10,3,Low,50
C100198,40,Female,Married,QC,Laval,Retired,65098.0,650,Home,2025-06-28,2026-08-03,1.1,2563.96,524000.0,250,0.6,Monthly,No,0,0,None,2,4,6.0,1,Phone,Afternoon,French,Retirement,11,6,Medium,33
